FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY
2815,14747,SEA,10397,ATL,2,22,743,22
2839,12478,JFK,14747,SEA,1934,39,2259,33
43,12478,JFK,10397,ATL,1519,-6,1751,-24
281,11433,DTW,14747,SEA,829,-6,1024,-5
420,10397,ATL,12478,JFK,1550,125,1858,164
462,12478,JFK,14747,SEA,1043,-2,1338,-15
483,12478,JFK,14747,SEA,1658,-1,2027,-4
495,12478,JFK,10397,ATL,1111,-4,1317,-29
2329,10397,ATL,14747,SEA,1402,-3,1613,-12
2440,14747,SEA,13487,MSP,39,-6,526,-32
2580,10397,ATL,13487,MSP,2216,11,2336,-8
2604,12478,JFK,13487,MSP,1819,-6,2148,
2802,10397,ATL,11433,DTW,2107,7,2257,-4
2816,12478,JFK,13487,MSP,1607,12,1824,7
16,14747,SEA,10397,ATL,1042,-3,1819,-25
52,11433,DTW,13487,MSP,829,0,927,1
281,11433,DTW,14747,SEA,835,0,1059,30
420,10397,ATL,12478,JFK,1427,42,1652,38
678,11433,DTW,10397,ATL,2026,-4,2215,-16
742,10397,ATL,13487,MSP,1234,28,1359,15
783,13487,MSP,10397,ATL,616,-9,925,-21
815,13487,MSP,11433,DTW,1931,-3,2153,-19
888,10397,ATL,13487,MSP,1413,-2,1543,-18
946,13487,MSP,11433,DTW,1107,-3,1333,-24
984,10397,ATL,12478,JFK,2111,12,2333,4
1108,13487,MSP,10397,ATL,1455,-5,1805,-28
1187,13487,MSP,14747,SEA,1812,-6,1941,-28
1290,10397,ATL,11433,DTW,2230,15,14,2
1375,10397,ATL,14747,SEA,2056,-4,2255,-32
1476,11433,DTW,13487,MSP,1344,-1,1427,-8
1588,14747,SEA,10397,ATL,2334,54,659,38
1650,11433,DTW,13487,MSP,749,49,838,48
1768,14747,SEA,13487,MSP,815,0,1330,-7
1823,11433,DTW,14747,SEA,1950,0,2145,1
1991,13487,MSP,10397,ATL,515,-5,825,-20
2188,10397,ATL,14747,SEA,1624,-1,1831,-23
2214,13487,MSP,12478,JFK,1732,-3,2155,25
1588,14747,SEA,10397,ATL,2243,3,618,-3
1650,11433,DTW,13487,MSP,658,-2,744,-6
1768,14747,SEA,13487,MSP,824,9,1334,-3
1823,11433,DTW,14747,SEA,1953,3,2139,-5
1991,13487,MSP,10397,ATL,514,-6,848,3
526,10397,ATL,13487,MSP,2051,-3,2211,-23
589,13487,MSP,14747,SEA,1219,63,1358,58
2424,14747,SEA,11433,DTW,1443,47,2126,11
2547,14747,SEA,13487,MSP,1904,14,7,3
2795,10397,ATL,11433,DTW,1617,-3,1821,-10
2815,14747,SEA,10397,ATL,2354,14,723,2
2839,12478,JFK,14747,SEA,1905,10,2253,27
43,12478,JFK,10397,ATL,1525,0,1752,-19
281,11433,DTW,14747,SEA,836,5,1037,9
431,12478,JFK,10397,ATL,1358,10,1615,-7
446,10397,ATL,12478,JFK,1655,-6,1939,-2
498,10397,ATL,11433,DTW,751,-4,933,-19
629,10397,ATL,11433,DTW,904,4,1055,1
742,10397,ATL,13487,MSP,1203,-3,1324,-17
784,10397,ATL,13487,MSP,838,-3,958,-16
841,11433,DTW,13487,MSP,1218,3,1303,-6
896,11433,DTW,12478,JFK,1947,-3,2130,-19
971,13487,MSP,11433,DTW,1011,1,1244,-11
490,12478,JFK,13487,MSP,1059,-6,1241,-31
526,10397,ATL,13487,MSP,2254,120,14,100
589,13487,MSP,14747,SEA,1159,43,1351,51
678,11433,DTW,10397,ATL,2221,111,6,95
742,10397,ATL,13487,MSP,1205,-1,1328,-16
783,13487,MSP,10397,ATL,618,-7,945,-1
815,13487,MSP,11433,DTW,1931,-3,2200,-12
888,10397,ATL,13487,MSP,1414,-1,1652,51
946,13487,MSP,11433,DTW,1142,32,1411,14
987,10397,ATL,13487,MSP,1057,7,1219,-10
1109,14747,SEA,12478,JFK,1451,1,2259,-19
2205,13487,MSP,12478,JFK,1008,-4,1349,-10
2221,13487,MSP,14747,SEA,901,1,1034,-11
2309,10397,ATL,14747,SEA,743,-2,957,-7
2350,10397,ATL,12478,JFK,811,-4,1014,-15
2048,14747,SEA,12478,JFK,741,-2,1549,-22
2210,14747,SEA,11433,DTW,2353,-6,728,17
2237,12478,JFK,10397,ATL,1840,70,2044,30
2329,10397,ATL,14747,SEA,1357,-8,1624,1
2460,14747,SEA,11433,DTW,1206,16,1937,26
2784,12478,JFK,11433,DTW,957,47,1140,10
2815,14747,SEA,10397,ATL,2340,0,716,-4
2831,12478,JFK,13487,MSP,1848,23,2042,-6
43,12478,JFK,10397,ATL,1524,-1,1824,9
220,12478,JFK,10397,ATL,2023,58,2302,45
379,14747,SEA,11433,DTW,706,-4,1407,-22
446,10397,ATL,12478,JFK,1719,18,1939,-2
478,13487,MSP,12478,JFK,1347,-5,1740,-5
1598,14747,SEA,10397,ATL,729,-1,1743,
1608,10397,ATL,11433,DTW,1414,19,1719,77
1750,14747,SEA,10397,ATL,1220,5,1949,-25
1473,14747,SEA,12478,JFK,1105,-2,1924,-21
1529,10397,ATL,12478,JFK,1202,-3,1757,
984,10397,ATL,12478,JFK,2101,2,2317,-9
1108,13487,MSP,10397,ATL,1455,-5,1810,-19
1187,13487,MSP,14747,SEA,1828,29,2019,34
1290,10397,ATL,11433,DTW,2219,4,9,-3
1417,10397,ATL,11433,DTW,1939,-6,2121,-27
1476,11433,DTW,13487,MSP,1446,71,1530,68
1598,14747,SEA,10397,ATL,724,-6,1446,-34
1668,13487,MSP,11433,DTW,1326,-4,1557,-18
1786,11433,DTW,10397,ATL,1949,-1,2138,-10
1914,11433,DTW,13487,MSP,2018,-2,2102,-9
2460,14747,SEA,11433,DTW,1226,36,1925,11
2610,10397,ATL,13487,MSP,736,6,927,22
2812,10397,ATL,13487,MSP,1852,58,2034,53
2827,10397,ATL,13487,MSP,2040,67,2204,47
42,10397,ATL,12478,JFK,1607,45,1836,37
2604,12478,JFK,13487,MSP,1828,3,2052,-1
2802,10397,ATL,11433,DTW,2115,15,2320,19
2818,10397,ATL,13487,MSP,1457,-3,1715,30
17,10397,ATL,14747,SEA,1235,20,1458,21
87,11433,DTW,13487,MSP,1543,-2,1649,4
478,13487,MSP,12478,JFK,1445,53,1900,75
491,12478,JFK,10397,ATL,831,-4,1141,24
551,10397,ATL,11433,DTW,1746,11,1935,-9
630,11433,DTW,10397,ATL,1752,2,2014,24
725,11433,DTW,10397,ATL,1702,15,1850,-3
748,10397,ATL,11433,DTW,1124,24,1316,15
785,13487,MSP,10397,ATL,1314,-3,1627,-27
841,11433,DTW,13487,MSP,1236,11,1320,5
902,10397,ATL,11433,DTW,1509,8,1714,5
971,13487,MSP,11433,DTW,1017,0,1251,-14
991,10397,ATL,11433,DTW,1207,-2,1357,-17
1122,13487,MSP,10397,ATL,728,-2,1037,-20
1255,10397,ATL,14747,SEA,948,8,1200,-5
1357,13487,MSP,11433,DTW,1803,5,2039,-3
1444,14747,SEA,11433,DTW,540,-5,1234,-30
2547,14747,SEA,13487,MSP,1853,3,2353,-11
2795,10397,ATL,11433,DTW,1620,0,1808,-23
2818,10397,ATL,13487,MSP,1500,0,1643,-2
17,10397,ATL,14747,SEA,1226,11,1453,16
1786,11433,DTW,10397,ATL,1954,-1,2142,-13
1914,11433,DTW,13487,MSP,2024,5,2115,0
2037,10397,ATL,13487,MSP,1711,40,1840,20
2205,13487,MSP,12478,JFK,1009,-3,1344,-15
2221,13487,MSP,14747,SEA,913,13,1052,7
2309,10397,ATL,14747,SEA,745,0,953,-11
2350,10397,ATL,12478,JFK,819,4,1029,0
1770,14747,SEA,13487,MSP,1601,29,2057,8
1893,11433,DTW,10397,ATL,825,-4,1006,-22
2032,13487,MSP,12478,JFK,703,-2,1036,-18
2193,13487,MSP,14747,SEA,659,4,839,-2
2218,14747,SEA,11433,DTW,944,4,1646,-13
2283,11433,DTW,10397,ATL,557,-3,740,-14
2339,14747,SEA,10397,ATL,610,10,1346,-5
2460,14747,SEA,11433,DTW,1145,-5,1854,-20
1255,10397,ATL,14747,SEA,938,-2,1139,-26
1357,13487,MSP,11433,DTW,1755,-3,2024,-18
1444,14747,SEA,11433,DTW,543,-2,1235,-29
1445,13487,MSP,10397,ATL,1112,0,1805,
888,10397,ATL,13487,MSP,1411,-4,1531,-30
946,13487,MSP,11433,DTW,1104,-6,1329,-28
984,10397,ATL,12478,JFK,2102,3,2328,-1
1108,13487,MSP,10397,ATL,1459,-1,1841,9
1187,13487,MSP,14747,SEA,1815,-3,2003,-6
1290,10397,ATL,11433,DTW,2220,5,21,10
1397,13487,MSP,14747,SEA,1458,-2,1633,-5
1453,14747,SEA,13487,MSP,640,-5,1140,-28
1549,13487,MSP,10397,ATL,1740,0,2055,-21
1640,11433,DTW,10397,ATL,752,22,932,6
1929,11433,DTW,14747,SEA,1143,-2,1327,-12
2048,14747,SEA,12478,JFK,732,-2,1607,3
53,13487,MSP,11433,DTW,1554,24,1831,19
300,13487,MSP,11433,DTW,646,1,918,-11
440,12478,JFK,10397,ATL,607,-3,822,-17
462,12478,JFK,14747,SEA,1056,11,1333,-20
486,12478,JFK,14747,SEA,711,11,1014,-3
498,10397,ATL,11433,DTW,725,0,913,-8
551,10397,ATL,11433,DTW,1805,30,2015,31
630,11433,DTW,10397,ATL,1754,4,1944,-6
725,11433,DTW,10397,ATL,1643,-4,1833,-20
748,10397,ATL,11433,DTW,1150,50,1325,24
785,13487,MSP,10397,ATL,1314,-3,1653,-1
841,11433,DTW,13487,MSP,1208,-2,1244,-16
902,10397,ATL,11433,DTW,1459,-2,1750,45
971,13487,MSP,11433,DTW,1025,8,1301,-4
991,10397,ATL,11433,DTW,1209,0,1355,-19
16,14747,SEA,10397,ATL,1135,50,1934,50
86,13487,MSP,11433,DTW,1530,0,1806,-6
300,13487,MSP,11433,DTW,644,-1,918,-12
440,12478,JFK,10397,ATL,609,-1,820,-19
462,12478,JFK,14747,SEA,1041,-4,1324,-29
486,12478,JFK,14747,SEA,659,-1,1013,-4
498,10397,ATL,11433,DTW,725,0,904,-17
551,10397,ATL,11433,DTW,1732,-3,1919,-23
630,11433,DTW,10397,ATL,1747,-3,1927,-23
725,11433,DTW,10397,ATL,1647,0,1823,-30
748,10397,ATL,11433,DTW,1108,8,1309,8
785,13487,MSP,10397,ATL,1317,0,1629,-25
841,11433,DTW,13487,MSP,1212,2,1252,-8
902,10397,ATL,11433,DTW,1501,0,1648,-21
971,13487,MSP,11433,DTW,1005,-7,1240,-20
991,10397,ATL,11433,DTW,1209,0,1359,-15
1122,13487,MSP,10397,ATL,726,-4,1040,-17
1109,14747,SEA,12478,JFK,1447,-3,2333,15
1246,14747,SEA,10397,ATL,1443,-2,2204,-36
1306,11433,DTW,10397,ATL,1012,2,1158,-7
1444,14747,SEA,11433,DTW,542,-3,1240,-24
1476,11433,DTW,13487,MSP,1358,13,1439,4
1598,14747,SEA,10397,ATL,729,-1,1455,-27
1668,13487,MSP,11433,DTW,1324,-6,1559,-17
1770,14747,SEA,13487,MSP,1606,34,2056,7
1893,11433,DTW,10397,ATL,827,-2,1013,-15
1306,11433,DTW,10397,ATL,1104,54,1252,47
1417,10397,ATL,11433,DTW,1840,-3,2024,-26
1473,14747,SEA,12478,JFK,1111,4,1920,-25
1588,14747,SEA,10397,ATL,4,84,736,75
1650,11433,DTW,13487,MSP,700,0,742,-8
2205,13487,MSP,12478,JFK,1013,1,1439,40
2221,13487,MSP,14747,SEA,859,-1,1041,-4
2309,10397,ATL,14747,SEA,745,0,1026,22
2350,10397,ATL,12478,JFK,814,-1,1025,-4
2536,13487,MSP,14747,SEA,2005,17,2142,7
2784,12478,JFK,11433,DTW,905,-5,1111,-19
2816,12478,JFK,13487,MSP,1708,73,1935,78
379,14747,SEA,11433,DTW,705,-5,1405,-24
446,10397,ATL,12478,JFK,1718,-2,1941,-15
478,13487,MSP,12478,JFK,1352,0,1753,8
490,12478,JFK,13487,MSP,1101,-4,1257,-15
542,11433,DTW,14747,SEA,1356,-3,1547,-9
629,10397,ATL,11433,DTW,952,72,1152,72
705,11433,DTW,13487,MSP,1906,81,2000,68
744,13487,MSP,10397,ATL,1009,9,1330,-1
784,10397,ATL,13487,MSP,845,4,1019,3
838,13487,MSP,10397,ATL,2042,77,2359,60
896,11433,DTW,12478,JFK,2000,0,2202,2
962,10397,ATL,14747,SEA,2310,35,109,9
984,10397,ATL,12478,JFK,2056,-3,2303,-26
1108,13487,MSP,10397,ATL,1507,7,1831,-2
1187,13487,MSP,14747,SEA,1818,0,2002,-7
2188,10397,ATL,14747,SEA,1623,-2,1846,-8
2214,13487,MSP,12478,JFK,1733,-2,2110,-20
2263,11433,DTW,14747,SEA,1752,-2,1929,-20
2329,10397,ATL,14747,SEA,1406,1,1621,-4
2440,14747,SEA,13487,MSP,48,3,547,-11
2580,10397,ATL,13487,MSP,2207,2,2338,-6
2802,10397,ATL,11433,DTW,2150,50,2323,22
2818,10397,ATL,13487,MSP,1505,5,1640,-5
17,10397,ATL,14747,SEA,1217,2,1437,0
86,13487,MSP,11433,DTW,1547,17,1821,9
2193,13487,MSP,14747,SEA,708,13,902,21
2218,14747,SEA,11433,DTW,951,11,1644,-15
2283,11433,DTW,10397,ATL,602,2,743,-11
2339,14747,SEA,10397,ATL,605,5,1333,-18
2460,14747,SEA,11433,DTW,1148,-2,1857,-17
1750,14747,SEA,10397,ATL,1228,13,1956,-18
1786,11433,DTW,10397,ATL,1928,-2,2108,-20
1914,11433,DTW,13487,MSP,2037,18,2113,-2
2037,10397,ATL,13487,MSP,1631,0,1802,-18
1444,14747,SEA,11433,DTW,539,-6,1228,-36
1476,11433,DTW,13487,MSP,1345,0,1428,-7
1588,14747,SEA,10397,ATL,2313,33,700,39
1650,11433,DTW,13487,MSP,656,-4,743,-7
1768,14747,SEA,13487,MSP,815,0,1346,9
1823,11433,DTW,14747,SEA,1948,-2,2129,-15
1991,13487,MSP,10397,ATL,515,-5,826,-19
1241,14747,SEA,13487,MSP,1307,-3,1816,-15
1291,14747,SEA,10397,ATL,836,-4,1618,-18
2784,12478,JFK,11433,DTW,905,-5,1057,-33
2812,10397,ATL,13487,MSP,1751,-3,1950,9
2827,10397,ATL,13487,MSP,2036,63,2207,50
1290,10397,ATL,11433,DTW,2226,1,18,-3
1357,13487,MSP,11433,DTW,1753,-2,2033,-7
1401,14747,SEA,11433,DTW,543,-2,1235,-42
1473,14747,SEA,12478,JFK,1127,9,1937,-18
1290,10397,ATL,11433,DTW,2214,-1,8,-4
1375,10397,ATL,14747,SEA,2059,-1,2257,-30
1445,13487,MSP,10397,ATL,1106,-6,1423,-19
1529,10397,ATL,12478,JFK,1220,15,1428,-1
1598,14747,SEA,10397,ATL,727,-3,1458,-24
1668,13487,MSP,11433,DTW,1322,-8,1549,-27
1770,14747,SEA,13487,MSP,1543,11,2055,6
1453,14747,SEA,13487,MSP,645,0,1148,-20
1542,14747,SEA,12478,JFK,2254,9,656,-9
1529,10397,ATL,12478,JFK,1213,8,1434,5
1598,14747,SEA,10397,ATL,808,38,1528,6
1668,13487,MSP,11433,DTW,1330,0,1559,-17
1770,14747,SEA,13487,MSP,1657,85,2140,51
1893,11433,DTW,10397,ATL,832,3,1024,-4
281,11433,DTW,14747,SEA,916,46,1120,52
356,10397,ATL,13487,MSP,2205,60,2334,49
420,10397,ATL,12478,JFK,1344,0,1557,-21
438,12478,JFK,14747,SEA,653,-7,944,-29
447,12478,JFK,10397,ATL,1204,59,1421,47
494,12478,JFK,14747,SEA,1834,95,2242,137
588,14747,SEA,13487,MSP,1246,73,1744,51
630,11433,DTW,10397,ATL,1754,-1,1936,-23
725,11433,DTW,10397,ATL,927,-3,1116,-10
752,10397,ATL,12478,JFK,1203,-2,1434,5
786,11433,DTW,10397,ATL,1357,-3,1537,-28
1397,13487,MSP,14747,SEA,1504,-1,1649,7
1476,11433,DTW,13487,MSP,1343,-2,1432,-5
1608,10397,ATL,11433,DTW,1341,1,1527,-21
1750,14747,SEA,10397,ATL,1046,-3,1819,-21
16,14747,SEA,11433,DTW,1140,-8,1912,-2
42,10397,ATL,12478,JFK,1936,252,144,
43,12478,JFK,10397,ATL,2100,335,27,374
109,10397,ATL,13487,MSP,1701,21,1851,24
211,12478,JFK,14747,SEA,2307,252,252,271
213,12478,JFK,13487,MSP,1930,65,,
2214,13487,MSP,12478,JFK,2257,322,307,335
2253,13487,MSP,14747,SEA,1850,52,2018,36
2329,10397,ATL,14747,SEA,1408,-6,1621,-11
2440,14747,SEA,13487,MSP,49,-1,553,-9
2580,10397,ATL,14747,SEA,1201,-4,1419,-1
2784,12478,JFK,11433,DTW,857,-3,1056,-23
2815,14747,SEA,10397,ATL,2329,0,644,-26
2830,13487,MSP,11433,DTW,848,4,1122,0
23,11433,DTW,13487,MSP,1556,0,1648,-7
108,13487,MSP,10397,ATL,1313,-4,1621,-29
177,10397,ATL,13487,MSP,1505,0,1640,-5
281,11433,DTW,14747,SEA,833,3,1033,6
411,14747,SEA,12478,JFK,750,15,1544,-17
422,12478,JFK,10397,ATL,1354,4,1610,-14
440,12478,JFK,10397,ATL,626,26,831,7
491,12478,JFK,10397,ATL,852,32,1112,23
1815,13487,MSP,10397,ATL,849,-1,1200,-22
1943,11433,DTW,10397,ATL,1158,-2,1340,-24
2039,10397,ATL,14747,SEA,741,-3,959,-1
1768,14747,SEA,13487,MSP,810,-3,1327,-4
1893,11433,DTW,10397,ATL,843,-4,1026,-19
2005,10397,ATL,11433,DTW,709,-1,853,-16
2032,13487,MSP,12478,JFK,,,,
2214,13487,MSP,12478,JFK,1734,-1,2104,-25
2253,13487,MSP,14747,SEA,1755,-3,1920,-21
2339,14747,SEA,10397,ATL,401,191,1124,174
2547,14747,SEA,13487,MSP,1856,-2,2352,-18
2595,11433,DTW,12478,JFK,836,6,1007,-18
2800,14747,SEA,11433,DTW,40,20,726,-7
2816,12478,JFK,13487,MSP,1659,64,1943,91
2590,14747,SEA,12478,JFK,2142,-7,524,-45
2791,12478,JFK,14747,SEA,1702,3,2021,0
2816,12478,JFK,13487,MSP,1601,6,1816,4
16,14747,SEA,11433,DTW,1144,-4,1834,-35
42,10397,ATL,12478,JFK,1519,-5,1742,-20
843,10397,ATL,12478,JFK,1028,-2,1246,-9
896,11433,DTW,12478,JFK,2301,178,201,238
946,13487,MSP,11433,DTW,1108,-4,1335,-24
984,10397,ATL,12478,JFK,410,415,604,380
1107,10397,ATL,14747,SEA,1902,-3,2137,10
1130,10397,ATL,13487,MSP,9,109,124,86
1306,11433,DTW,10397,ATL,956,-4,1144,-12
624,14747,SEA,10397,ATL,1456,3,2223,-25
700,14747,SEA,10397,ATL,744,-1,1513,-21
752,10397,ATL,12478,JFK,1203,-2,1406,-23
815,14747,SEA,11433,DTW,1009,-1,1704,-27
874,11433,DTW,12478,JFK,1209,5,1349,-9
967,10397,ATL,14747,SEA,932,-2,1136,-16
987,10397,ATL,13487,MSP,1044,-1,1203,-15
1109,14747,SEA,12478,JFK,1452,2,2251,-22
1232,14747,SEA,10397,ATL,1319,4,2050,-16
1322,13487,MSP,14747,SEA,1936,-4,2102,-20
1453,14747,SEA,13487,MSP,647,2,1153,-12
1598,14747,SEA,10397,ATL,556,-4,1319,-29
1306,11433,DTW,10397,ATL,954,-6,1136,-18
2536,14747,SEA,13487,MSP,1315,0,1800,-34
2610,10397,ATL,13487,MSP,723,-2,847,-8
2815,14747,SEA,10397,ATL,2324,-5,657,-12
2830,13487,MSP,11433,DTW,833,-3,1111,-5
23,11433,DTW,13487,MSP,1546,-1,1633,-16
53,13487,MSP,11433,DTW,1527,-3,1751,-21
87,11433,DTW,13487,MSP,1740,0,2249,
109,10397,ATL,13487,MSP,1647,7,1,
177,10397,ATL,13487,MSP,1524,19,1717,29
176,13487,MSP,10397,ATL,1502,-3,1821,-12
220,12478,JFK,10397,ATL,1909,0,2131,-22
362,11433,DTW,13487,MSP,815,-5,859,-18
421,14747,SEA,12478,JFK,1116,1,1943,-2
446,10397,ATL,12478,JFK,1723,5,1928,-27
480,12478,JFK,13487,MSP,802,-3,959,-17
589,13487,MSP,14747,SEA,1130,15,1314,20
668,10397,ATL,14747,SEA,2106,-4,2319,-12
748,10397,ATL,11433,DTW,1051,-4,1241,-16
786,11433,DTW,10397,ATL,1355,-5,1530,-33
888,10397,ATL,13487,MSP,1355,-2,1516,-21
967,10397,ATL,14747,SEA,924,-10,1140,-12
987,10397,ATL,13487,MSP,1042,-3,1208,-12
1122,13487,MSP,10397,ATL,809,39,1127,33
1290,10397,ATL,11433,DTW,2236,1,21,-10
1055,11433,DTW,13487,MSP,2232,127,2326,126
1126,13487,MSP,12478,JFK,1340,-6,1722,-23
1291,14747,SEA,10397,ATL,900,-2,1652,-7
1357,13487,MSP,11433,DTW,1742,-3,2014,-17
1453,14747,SEA,13487,MSP,642,-3,1148,-19
1598,14747,SEA,10397,ATL,557,-3,1402,12
16,14747,SEA,11433,DTW,1204,16,1916,7
42,10397,ATL,12478,JFK,1524,0,1730,-31
108,13487,MSP,10397,ATL,1312,-3,1635,-13
177,10397,ATL,13487,MSP,1503,-2,1625,-22
281,11433,DTW,14747,SEA,830,0,1019,-8
413,13487,MSP,12478,JFK,921,-9,1252,-22
435,12478,JFK,10397,ATL,1112,7,1315,-17
480,12478,JFK,13487,MSP,828,23,1027,11
588,14747,SEA,13487,MSP,1144,11,1656,5
630,11433,DTW,10397,ATL,1751,-4,1933,-24
744,13487,MSP,10397,ATL,949,-1,1258,-20
784,10397,ATL,13487,MSP,843,-1,1002,-13
859,13487,MSP,11433,DTW,1959,12,2241,14
946,13487,MSP,11433,DTW,1110,-2,1335,-20
984,10397,ATL,12478,JFK,2113,-2,2320,-23
1109,14747,SEA,12478,JFK,1448,-2,2258,-15
1232,14747,SEA,10397,ATL,1248,2,2023,-15
1322,13487,MSP,14747,SEA,1931,-4,2109,-8
2784,12478,JFK,11433,DTW,855,-5,1103,-16
2812,10397,ATL,13487,MSP,1849,49,2239,
2816,12478,JFK,13487,MSP,1549,-6,2222,
2825,11433,DTW,13487,MSP,955,-5,1041,-9
16,14747,SEA,11433,DTW,1510,202,2211,177
42,10397,ATL,12478,JFK,1612,48,1823,18
108,13487,MSP,10397,ATL,1321,6,1703,12
177,10397,ATL,13487,MSP,1507,2,1638,-10
281,11433,DTW,14747,SEA,835,5,1038,10
356,10397,ATL,13487,MSP,2228,83,2355,70
420,10397,ATL,12478,JFK,1358,14,1714,56
440,12478,JFK,10397,ATL,559,-1,803,-24
455,12478,JFK,13487,MSP,806,-2,1000,-21
542,11433,DTW,14747,SEA,1427,27,1606,12
1549,13487,MSP,10397,ATL,1745,0,2102,-18
1715,10397,ATL,13487,MSP,1210,0,1334,-9
1768,14747,SEA,13487,MSP,,,,
1823,11433,DTW,14747,SEA,2027,8,2218,4
1991,13487,MSP,10397,ATL,513,-2,826,-12
2210,14747,SEA,11433,DTW,3,13,648,-15
2253,13487,MSP,14747,SEA,1753,-5,1934,-7
2440,14747,SEA,13487,MSP,47,-3,547,-13
1915,13487,MSP,10397,ATL,1112,-1,1535,52
2032,13487,MSP,12478,JFK,656,-4,1045,-6
2214,13487,MSP,12478,JFK,1759,24,2232,60
2253,13487,MSP,14747,SEA,1807,9,2140,118
2329,10397,ATL,14747,SEA,1507,53,1741,69
2440,14747,SEA,13487,MSP,44,-6,539,-23
281,11433,DTW,14747,SEA,826,-4,1046,18
356,10397,ATL,13487,MSP,2325,140,49,124
421,14747,SEA,12478,JFK,1110,-5,1920,-32
446,10397,ATL,12478,JFK,1739,23,1959,2
447,12478,JFK,10397,ATL,1127,22,1813,
491,12478,JFK,10397,ATL,818,-2,1023,-28
588,14747,SEA,13487,MSP,1139,6,1709,16
630,11433,DTW,10397,ATL,1927,92,2112,73
733,11433,DTW,14747,SEA,1531,-1,1718,-10
783,13487,MSP,10397,ATL,621,1,942,2
841,11433,DTW,13487,MSP,1158,-2,1246,-9
888,10397,ATL,13487,MSP,1516,79,1711,92
930,13487,MSP,10397,ATL,2249,189,233,199
971,13487,MSP,11433,DTW,955,-5,1235,-13
1291,14747,SEA,10397,ATL,858,-4,1647,-12
1357,13487,MSP,11433,DTW,1742,-3,2017,-14
1453,14747,SEA,13487,MSP,643,-2,1149,-18
1598,14747,SEA,10397,ATL,553,-7,1432,42
1715,10397,ATL,13487,MSP,1210,0,1408,22
1768,14747,SEA,13487,MSP,,,,
1815,13487,MSP,10397,ATL,903,13,1612,
1823,11433,DTW,14747,SEA,2305,166,49,154
1991,13487,MSP,10397,ATL,526,11,845,6
1417,10397,ATL,11433,DTW,1937,17,2111,-13
1549,13487,MSP,10397,ATL,1745,0,2101,-21
1715,10397,ATL,13487,MSP,1236,26,1404,21
1815,13487,MSP,10397,ATL,909,19,1229,11
1943,11433,DTW,10397,ATL,1155,-6,1341,-24
2193,13487,MSP,14747,SEA,654,-3,848,9
2237,12478,JFK,10397,ATL,1743,-1,1955,-31
2339,14747,SEA,10397,ATL,47,-3,812,-18
2193,13487,MSP,14747,SEA,656,-1,824,-15
2221,13487,MSP,14747,SEA,1237,227,1415,225
2267,13487,MSP,10397,ATL,1820,92,2148,88
2350,10397,ATL,12478,JFK,800,-2,1016,-4
2547,14747,SEA,13487,MSP,1853,-7,2356,-22
2610,10397,ATL,13487,MSP,737,12,902,4
325,11433,DTW,10397,ATL,1445,-5,1636,-17
413,13487,MSP,12478,JFK,1009,-1,1348,-11
440,12478,JFK,10397,ATL,558,-2,815,-12
464,12478,JFK,10397,ATL,1345,-5,1629,1
491,12478,JFK,10397,ATL,818,-2,1034,-17
588,14747,SEA,13487,MSP,1139,6,1642,-11
630,11433,DTW,10397,ATL,1755,0,1955,-4
744,13487,MSP,10397,ATL,945,-5,1305,-15
784,10397,ATL,13487,MSP,851,7,1030,13
843,10397,ATL,12478,JFK,1027,-3,1256,1
902,10397,ATL,11433,DTW,1515,4,1710,-13
967,10397,ATL,14747,SEA,1002,28,1228,33
987,10397,ATL,13487,MSP,1048,3,1222,1
1109,14747,SEA,12478,JFK,1447,-3,2343,29
1232,14747,SEA,10397,ATL,1240,-6,2009,-30
1322,13487,MSP,14747,SEA,1953,18,2159,40
2218,14747,SEA,11433,DTW,1656,561,2354,539
2263,11433,DTW,14747,SEA,1748,-2,1928,-17
2339,14747,SEA,10397,ATL,102,12,843,10
1357,13487,MSP,11433,DTW,1740,-5,2015,-16
1453,14747,SEA,13487,MSP,643,-2,1150,-17
1588,14747,SEA,10397,ATL,2229,10,603,0
1650,11433,DTW,13487,MSP,655,-5,752,3
1768,14747,SEA,13487,MSP,813,0,1322,-12
1893,11433,DTW,10397,ATL,833,-8,1038,-3
2005,10397,ATL,11433,DTW,708,-2,854,-16
542,11433,DTW,14747,SEA,1419,19,1613,19
624,14747,SEA,10397,ATL,1510,17,2250,0
668,10397,ATL,14747,SEA,2110,0,2331,-3
748,10397,ATL,11433,DTW,1104,9,1305,8
786,11433,DTW,10397,ATL,1359,-1,1554,-9
859,13487,MSP,11433,DTW,1943,-4,2207,-22
913,11433,DTW,14747,SEA,2252,40,30,28
970,10397,ATL,14747,SEA,1753,-2,1959,-21
991,10397,ATL,11433,DTW,1207,-3,1357,-21
1122,13487,MSP,10397,ATL,726,-4,1104,9
2547,14747,SEA,13487,MSP,1902,2,2356,-22
2610,10397,ATL,13487,MSP,723,-2,904,6
2802,10397,ATL,11433,DTW,2118,4,2307,-9
2825,11433,DTW,13487,MSP,1008,8,1056,6
16,14747,SEA,11433,DTW,1150,2,1855,-19
42,10397,ATL,12478,JFK,1633,69,1915,70
108,13487,MSP,10397,ATL,1310,-5,1625,-26
177,10397,ATL,13487,MSP,1505,0,1632,-16
